País de Origen,"Sector, subsector y rama",Total 2006,Total 2007,Total 2008,Total 2009,Total 2010,Total 2011,Total 2012,Total 2013,Total 2014,Total 2015,Total 2016,Total 2017,Total 2018,Total 2019,Total 2020,Total 2021,Total 2022,Total 2023,Total general
Japón,"461 Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco",C,C,2.4,0.0,C,C,C,0.0,C,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,7.4
Japón,4611 Comercio al por menor de abarrotes y alimentos,C,C,2.4,0.0,C,C,C,0.0,C,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,7.4
Japón,"463 Comercio al por menor de productos textiles, bisutería, accesorios de vestir y calzado",0.0,0.0,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Japón,"4632 Comercio al por menor de ropa, bisutería y accesorios de vestir",0.0,0.0,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Japón,464 Comercio al por menor de artículos para el cuidado de la salud,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,C
Japón,4641 Comercio al por menor de artículos para el cuidado de la salud,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,C
Japón,"465 Comercio al por menor de artículos de papelería, para el esparcimiento y otros artículos de uso personal",0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0
Japón,4652 Comercio al por menor de artículos para el esparcimiento,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,C
Japón,"4659 Comercio al por menor de mascotas, regalos, artículos religiosos, desechables, artesanías y otros artículos de uso personal",0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,C
Japón,"466 Comercio al por menor de enseres domésticos, computadoras, artículos para la decoración de interiores y artículos usados",0.0,C,0.0,C,C,C,C,C,0.0,0.0,C,C,C,C,C,C,0.0,0.0,12.8
Japón,4661 Comercio al por menor de muebles para el hogar y otros enseres domésticos,0.0,C,0.0,C,C,C,C,C,0.0,0.0,C,C,C,C,C,C,0.0,0.0,6.7
Japón,"4662 Comercio al por menor de mobiliario, equipo y accesorios de cómputo, teléfonos y otros aparatos de comunicación",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,C
Japón,"467 Comercio al por menor de artículos de ferretería, tlapalería y vidrios",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C
Japón,"4671 Comercio al por menor de artículos de ferretería, tlapalería y vidrios",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C
Japón,"468 Comercio al por menor de vehículos de motor, refacciones, combustibles y lubricantes",C,C,C,C,C,C,33.1,33.5,C,C,0.0,0.0,C,C,23.5,0.0,C,0.0,172.7
Japón,4681 Comercio al por menor de automóviles y camionetas,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,C
Japón,"4682 Comercio al por menor de partes y refacciones para automóviles, camionetas y camiones",0.0,0.0,0.0,0.0,0.0,C,53.3,33.8,C,C,0.0,0.0,C,C,23.5,0.0,C,0.0,176.7
Japón,4683 Comercio al por menor de motocicletas y otros vehículos de motor,C,C,C,C,C,C,C,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Japón,"4684 Comercio al por menor de combustibles, aceites y grasas lubricantes",0.0,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Japón,"469 Comercio al por menor exclusivamente a través de internet, y catálogos impresos, televisión y similares",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,C
Japón,"4691 Comercio al por menor exclusivamente a través de internet, y catálogos impresos, televisión y similares",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,C
Japón,"48-49 Transporte, correos y almacenamiento",C,C,50.5,23.1,C,C,1.7,13.8,17.9,-7.1,80.2,5.3,C,0.0,0.0,0.0,C,0.0,187.6
Japón,481 Transporte aéreo,C,C,C,C,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Japón,4811 Transporte aéreo regular,C,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Japón,4812 Transporte aéreo no regular,C,C,C,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Japón,486 Transporte por ductos,0.0,0.0,C,C,0.0,0.0,C,C,C,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.2
Japón,4862 Transporte de gas natural por ductos,0.0,0.0,C,C,0.0,0.0,C,C,C,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.2
Japón,488 Servicios relacionados con el transporte,0.0,0.0,0.0,0.0,0.0,0.0,C,C,C,C,C,C,0.0,0.0,0.0,0.0,C,0.0,4.7
Japón,4883 Servicios relacionados con el transporte por agua,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Japón,4885 Servicios de intermediación para el transporte de carga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,0.0,C,0.0,0.0,0.0,0.0,C,0.0,3.2
Japón,4889 Otros servicios relacionados con el transporte,0.0,0.0,0.0,0.0,0.0,0.0,C,C,0.0,0.0,C,C,0.0,0.0,0.0,0.0,0.0,0.0,1.6
Japón,492 Servicios de mensajería y paquetería,0.0,0.0,0.0,0.0,0.0,C,C,C,C,C,C,C,C,0.0,0.0,0.0,0.0,0.0,C
Japón,4921 Servicios de mensajería y paquetería foránea,0.0,0.0,0.0,0.0,0.0,C,C,C,C,C,C,C,C,0.0,0.0,0.0,0.0,0.0,C
Japón,493 Servicios de almacenamiento,0.0,0.0,C,C,C,C,C,7.2,9.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1
Japón,4931 Servicios de almacenamiento,0.0,0.0,C,C,C,C,C,7.2,9.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1
Japón,51 Información en medios masivos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C,C,C,5.8,C,8.2,C,0.0,81.0
Japón,"512 Industria fílmica y del video, e industria del sonido",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C
Japón,5122 Industria del sonido,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C
Japón,517 Telecomunicaciones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Japón,5179 Otros servicios de telecomunicaciones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Japón,"518 Procesamiento electrónico de información, hospedaje y otros servicios relacionados",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,C,C,C,C,C,0.0,C
Japón,"5182 Procesamiento electrónico de información, hospedaje y otros servicios relacionados",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,C,C,C,C,C,0.0,C
Japón,519 Otros servicios de información,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,C
Japón,5191 Otros servicios de información,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,C
Japón,52 Servicios financieros y de seguros,0.0,0.0,C,C,0.0,C,C,C,27.4,12.1,99.0,21.3,C,80.4,44.8,C,3.8,C,333.2
Japón,522 Instituciones de intermediación crediticia y financiera no bursátil,0.0,0.0,0.0,C,0.0,C,0.0,0.0,C,C,C,21.3,C,C,C,C,C,C,241.7
Japón,5221 Banca múltiple,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C,C,C,C,C,C,C,0.0,C,0.0,C
Japón,5222 Instituciones financieras de fomento económico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C,C,C,C,C,C
Japón,5224 Otras instituciones de intermediación crediticia y financiera no bursátil,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,C
Japón,5225 Servicios relacionados con la intermediación crediticia no bursátil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Japón,"523 Actividades bursátiles, cambiarias y de inversión financiera",0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,26.2
Japón,5239 Asesoría en inversiones y otros servicios relacionados con la intermediación bursátil,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,26.2
Japón,"524 Compañías de seguros, fianzas, y administración de fondos para el retiro",0.0,0.0,0.0,0.0,0.0,0.0,C,C,C,C,C,0.0,C,C,C,C,C,0.0,C
Japón,5241 Compañías de seguros y fianzas,0.0,0.0,0.0,0.0,0.0,0.0,C,C,C,C,C,0.0,C,C,C,C,C,0.0,C
Japón,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,1.6,1.2,12.6,10.5,7.3,4.2,9.4,17.3,C,10.6,C,C,C,11.1,C,0.0,C,0.0,117.6
Japón,531 Servicios inmobiliarios,0.0,C,11.3,C,6.4,5.6,8.5,18.3,C,C,C,C,0.0,11.1,C,0.0,C,0.0,111.2
Japón,5311 Alquiler sin intermediación de bienes raíces,0.0,0.0,C,0.0,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,C
Japón,5312 Inmobiliarias y corredores de bienes raíces,0.0,C,11.3,C,6.4,5.6,8.5,13.5,C,C,C,C,0.0,C,0.0,0.0,0.0,0.0,102.9
Japón,5313 Servicios relacionados con los servicios inmobiliarios,0.0,0.0,C,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C,0.0,4.9
Japón,532 Servicios de alquiler de bienes muebles,C,C,0.7,C,0.0,C,C,0.0,0.0,C,C,0.0,C,0.0,0.0,0.0,0.0,0.0,4.7
Japón,"5321 Alquiler de automóviles, camiones y otros transportes terrestres",C,0.0,C,C,C,C,0.0,0.0,0.0,C,C,0.0,C,0.0,0.0,0.0,0.0,0.0,3.0
Japón,5322 Alquiler de artículos para el hogar y personales,C,C,C,0.0,C,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Japón,"533 Servicios de alquiler de marcas registradas, patentes y franquicias",C,C,C,C,C,C,C,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Japón,"5331 Servicios de alquiler de marcas registradas, patentes y franquicias",C,C,C,C,C,C,C,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Japón,"54 Servicios profesionales, científicos y técnicos",14.8,-2.4,24.2,6.3,-4.7,22.4,13.4,18.3,14.4,18.1,9.7,7.7,-36.1,89.6,15.6,19.3,0.7,C,231.3
Japón,"541 Servicios profesionales, científicos y técnicos",14.8,-2.4,24.2,6.3,-4.7,22.4,13.4,18.3,14.4,18.1,9.7,7.7,-36.1,89.6,15.6,19.3,0.7,C,231.3
Japón,5411 Servicios legales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,C
Japón,"5412 Servicios de contabilidad, auditoría y servicios relacionados",0.0,C,C,C,-9.4,6.7,1.9,-3.7,C,C,0.0,0.0,0.5,C,0.0,0.0,0.0,0.0,-4.2
Japón,"5413 Servicios de arquitectura, ingeniería y actividades relacionadas",0.0,0.0,C,0.0,0.0,-0.3,C,0.0,0.0,C,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,-0.3
Japón,5414 Diseño especializado,0.0,0.0,C,0.0,C,C,C,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5
Japón,5415 Servicios de diseño de sistemas de cómputo y servicios relacionados,0.0,0.0,0.0,0.0,0.0,C,C,C,C,0.0,C,C,C,C,C,C,C,0.0,21.8
Japón,"5416 Servicios de consultoría administrativa, científica y técnica",C,C,C,C,C,C,C,C,C,C,5.4,C,C,0.0,C,0.0,0.0,0.0,35.0
Japón,5417 Servicios de investigación científica y desarrollo,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,0.0,C
Japón,5418 Servicios de publicidad y actividades relacionadas,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C
Japón,"5419 Otros servicios profesionales, científicos y técnicos",0.0,0.0,0.4,C,0.0,0.0,C,C,C,10.4,C,-3.6,C,78.3,-0.3,C,C,0.0,98.5
Japón,"56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",0.7,1.2,-0.5,0.4,-2.0,C,0.8,5.8,9.6,12.3,0.0,C,C,C,C,C,3.1,0.0,36.3
Japón,561 Servicios de apoyo a los negocios,0.7,1.2,-0.5,0.4,-2.0,C,0.8,5.8,9.6,12.3,0.0,C,C,C,C,C,3.1,0.0,36.3
Japón,5611 Servicios de administración de negocios,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,C,C,C,0.0,0.0,0.0,0.0,0.7
Japón,5613 Servicios de empleo,C,0.0,C,0.0,C,0.0,0.4,0.0,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6
Japón,5615 Agencias de viajes y servicios de reservaciones,0.0,0.0,C,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,C,C,C,0.0,3.7
Japón,"5616 Servicios de investigación, protección y seguridad",0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Japón,5617 Servicios de limpieza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,C,0.0,C
Japón,5619 Otros servicios de apoyo a los negocios,0.6,1.2,-0.7,0.4,-0.8,C,C,C,C,C,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,19.2
Japón,61 Servicios educativos,C,C,C,C,C,C,C,C,C,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,C
Japón,611 Servicios educativos,C,C,C,C,C,C,C,C,C,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,C
Japón,"6111 Escuelas de educación básica, media y para necesidades especiales",C,C,C,C,C,C,C,C,C,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,C
Japón,62 Servicios de salud y de asistencia social,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,C
Japón,621 Servicios médicos de consulta externa y servicios relacionados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,C
Japón,6211 Consultorios médicos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,C
Japón,623 Residencias de asistencia social y para el cuidado de la salud,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Japón,6233 Asilos y otras residencias para el cuidado de ancianos,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Japón,"71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Japón,713 Servicios de entretenimiento en instalaciones recreativas y otros servicios recreativos,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Japón,7131 Parques con instalaciones recreativas y casas de juegos electrónicos,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Japón,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,1.2,2.2,C,C,0.0,-0.3,1.6,1.5,C,0.8,C,4.7,2.8,2.8,0.5,3.7,0.9,C,24.7
Japón,721 Servicios de alojamiento temporal,1.0,1.0,0.0,0.0,0.3,C,C,C,C,C,0.0,0.2,0.5,0.4,0.5,1.5,0.9,C,6.4
Japón,"7211 Hoteles, moteles y similares",0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,-0.6
Japón,"7213 Pensiones y casas de huéspedes, y departamentos y casas amueblados con servicios de hotelería",1.0,1.0,0.0,0.0,C,C,C,C,C,C,0.0,0.2,0.5,0.4,0.5,1.5,0.9,C,7.0
Japón,722 Servicios de preparación de alimentos y bebidas,C,1.2,C,C,C,C,C,1.4,C,C,C,C,C,C,0.0,C,0.0,0.0,18.2
Japón,"7224 Centros nocturnos, bares, cantinas y similares",0.0,C,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Japón,7225 Servicios de preparación de alimentos y bebidas alcohólicas y no alcohólicas,C,C,C,C,C,C,C,1.4,C,C,C,C,C,C,0.0,C,0.0,0.0,18.0
Japón,81 Otros servicios excepto actividades gubernamentales,C,C,C,C,C,C,C,6.1,C,C,C,C,C,15.2,C,C,C,C,70.2
Japón,811 Servicios de reparación y mantenimiento,C,C,C,C,C,C,C,C,C,C,C,C,C,15.2,C,C,C,C,64.7
Japón,8111 Reparación y mantenimiento de automóviles y camiones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,C
Japón,8112 Reparación y mantenimiento de equipo electrónico y de equipo de precisión,C,C,C,C,C,C,C,C,C,0.0,C,C,C,11.0,C,C,C,C,63.2
Japón,"8113 Reparación y mantenimiento de maquinaria y equipo agropecuario, industrial, comercial y de servicios",0.0,0.0,C,0.0,0.0,0.0,0.0,C,0.0,C,0.0,0.0,C,0.0,C,0.0,0.0,0.0,-2.7
Japón,8114 Reparación y mantenimiento de artículos para el hogar y personales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japón,812 Servicios personales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C,0.0,5.5
Japón,8129 Servicios de revelado e impresión de fotografías y otros servicios personales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C,0.0,5.5
