País de Origen,"Sector, subsector y rama",Total 2006,Total 2007,Total 2008,Total 2009,Total 2010,Total 2011,Total 2012,Total 2013,Total 2014,Total 2015,Total 2016,Total 2017,Total 2018,Total 2019,Total 2020,Total 2021,Total 2022,Total 2023,Total general
Canadá,"434 Comercio al por mayor de materias primas agropecuarias y forestales, para la industria, y materiales de desecho",5.6,2.2,4.7,6.4,5.5,-3.8,1.0,C,-1.1,4.6,C,0.1,1.3,543.2,-13.3,2.7,41.3,C,600.5
Canadá,4341 Comercio al por mayor de materias primas agropecuarias y forestales,C,C,0.3,C,C,2.8,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Canadá,4342 Comercio al por mayor de materias primas para la industria,3.1,1.9,4.4,6.4,3.9,-7.0,-1.0,0.0,-1.1,4.6,C,0.1,1.3,543.2,-13.3,2.7,41.3,C,591.0
Canadá,4343 Comercio al por mayor de materiales de desecho,0.0,0.0,0.0,C,C,0.4,C,C,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,1.5
Canadá,"435 Comercio al por mayor de maquinaria, equipo y mobiliario para actividades agropecuarias, industriales, de servicios y comerciales, y de otra maquinaria y equipo de uso general",1.6,0.8,1.8,0.1,2.6,0.3,0.4,0.1,-4.6,C,-0.1,C,0.0,2.3,C,0.7,1.9,0.0,6.9
Canadá,"4351 Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca",C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C,0.0,0.0,0.0,-2.8
Canadá,4352 Comercio al por mayor de maquinaria y equipo para la industria,C,C,C,0.1,2.3,5.5,0.0,0.0,-4.6,C,C,C,C,0.0,0.0,0.0,C,0.0,4.3
Canadá,4353 Comercio al por mayor de maquinaria y equipo para los servicios y para actividades comerciales,5.7,0.6,C,C,0.3,C,0.4,0.1,C,C,0.0,0.0,0.0,0.0,0.0,C,C,0.0,1.3
Canadá,"4354 Comercio al por mayor de mobiliario y equipo de cómputo y de oficina, y de otra maquinaria y equipo de uso general",C,C,C,C,0.0,C,C,C,0.0,0.0,-0.1,C,C,C,C,C,C,0.0,4.2
Canadá,"436 Comercio al por mayor de camiones y de partes y refacciones nuevas para automóviles, camionetas y camiones",C,C,13.3,0.0,C,C,0.0,0.0,0.0,0.0,0.0,C,C,C,C,C,C,0.0,62.4
Canadá,"4361 Comercio al por mayor de camiones y de partes y refacciones nuevas para automóviles, camionetas y camiones",C,C,13.3,0.0,C,C,0.0,0.0,0.0,0.0,0.0,C,C,C,C,C,C,0.0,62.4
Canadá,437 Intermediación de comercio al por mayor,0.0,0.0,0.0,C,0.0,0.0,C,C,0.0,0.0,C,0.0,8.5,0.0,C,0.0,0.0,0.0,8.6
Canadá,"4371 Intermediación de comercio al por mayor, excepto a través de internet y de otros medios electrónicos",0.0,0.0,0.0,0.0,0.0,0.0,C,C,0.0,0.0,0.0,0.0,8.5,0.0,C,0.0,C,0.0,8.6
Canadá,4372 Intermediación de comercio al por mayor exclusivamente a través de internet y otros medios electrónicos,0.0,0.0,0.0,C,0.0,0.0,C,0.0,0.0,0.0,C,C,C,0.0,0.0,0.0,C,0.0,0.0
Canadá,46 Comercio al por menor,C,0.0,0.0,C,0.1,1.2,0.6,0.6,0.0,C,0.2,4.3,22.9,10.1,12.1,12.1,C,0.0,70.2
Canadá,"461 Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco",C,0.0,C,0.0,0.0,0.0,C,C,C,0.0,0.0,C,0.0,C,C,0.0,0.0,0.0,0.0
Canadá,4611 Comercio al por menor de abarrotes y alimentos,0.0,0.0,C,0.0,0.0,0.0,C,C,C,0.0,0.0,0.0,0.0,C,C,0.0,0.0,0.0,0.0
Canadá,"4612 Comercio al por menor de bebidas, hielo y tabaco",C,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Canadá,"463 Comercio al por menor de productos textiles, bisutería, accesorios de vestir y calzado",0.0,0.0,0.0,C,0.0,0.0,0.0,C,C,0.0,0.0,C,0.0,0.0,0.0,C,0.0,0.0,0.6
Canadá,"4631 Comercio al por menor de productos textiles, excepto ropa",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Canadá,"4632 Comercio al por menor de ropa, bisutería y accesorios de vestir",0.0,0.0,0.0,C,0.0,0.0,0.0,C,0.0,0.0,0.0,C,0.0,0.0,0.0,C,0.0,0.0,0.6
Canadá,464 Comercio al por menor de artículos para el cuidado de la salud,C,0.0,0.0,0.0,C,1.0,C,0.0,C,C,C,0.0,0.0,2.3,C,0.0,0.0,0.0,3.5
Canadá,4641 Comercio al por menor de artículos para el cuidado de la salud,C,0.0,0.0,0.0,C,1.0,C,0.0,C,C,C,0.0,0.0,2.3,C,0.0,0.0,0.0,3.5
Canadá,"465 Comercio al por menor de artículos de papelería, para el esparcimiento y otros artículos de uso personal",0.0,C,C,0.0,C,C,0.0,0.0,C,0.0,0.0,0.0,0.0,C,0.0,C,C,0.0,0.2
Canadá,4651 Comercio al por menor de artículos de perfumería y joyería,0.0,C,0.0,0.0,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.2
Canadá,4652 Comercio al por menor de artículos para el esparcimiento,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,C,0.0,0.0,C,0.0,0.0
Canadá,"4659 Comercio al por menor de mascotas, regalos, artículos religiosos, desechables, artesanías y otros artículos de uso personal",0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Canadá,"466 Comercio al por menor de enseres domésticos, computadoras, artículos para la decoración de interiores y artículos usados",0.0,0.0,C,0.0,C,0.0,C,0.0,C,C,0.0,C,0.0,0.0,C,0.0,0.0,0.0,2.3
Canadá,4661 Comercio al por menor de muebles para el hogar y otros enseres domésticos,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Canadá,"4662 Comercio al por menor de mobiliario, equipo y accesorios de cómputo, teléfonos y otros aparatos de comunicación",0.0,0.0,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,C
Canadá,4663 Comercio al por menor de artículos para la decoración de interiores,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Canadá,"467 Comercio al por menor de artículos de ferretería, tlapalería y vidrios",0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,C
Canadá,"4671 Comercio al por menor de artículos de ferretería, tlapalería y vidrios",0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,C
Canadá,"468 Comercio al por menor de vehículos de motor, refacciones, combustibles y lubricantes",0.0,C,0.0,0.0,C,C,C,C,0.0,0.0,C,C,22.9,7.8,C,C,C,0.0,63.5
Canadá,4681 Comercio al por menor de automóviles y camionetas,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0
Canadá,"4682 Comercio al por menor de partes y refacciones para automóviles, camionetas y camiones",0.0,0.0,0.0,0.0,C,C,C,C,0.0,0.0,0.0,C,C,7.8,C,C,C,0.0,63.5
Canadá,4683 Comercio al por menor de motocicletas y otros vehículos de motor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,C
Canadá,"4684 Comercio al por menor de combustibles, aceites y grasas lubricantes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Canadá,"469 Comercio al por menor exclusivamente a través de internet, y catálogos impresos, televisión y similares",0.0,0.0,0.0,0.0,0.0,C,C,C,0.0,0.0,0.0,C,C,0.0,C,0.0,0.0,0.0,0.1
Canadá,"4691 Comercio al por menor exclusivamente a través de internet, y catálogos impresos, televisión y similares",0.0,0.0,0.0,0.0,0.0,C,C,C,0.0,0.0,0.0,C,C,0.0,C,0.0,0.0,0.0,0.1
Canadá,"48-49 Transporte, correos y almacenamiento",99.2,-12.8,-9.5,45.9,276.9,108.7,100.4,779.0,976.8,585.1,973.1,"1,811.9",412.4,107.3,-150.6,599.1,926.1,0.0,"7,629.2"
Canadá,481 Transporte aéreo,0.0,C,0.0,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.5
Canadá,4811 Transporte aéreo regular,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Canadá,4812 Transporte aéreo no regular,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0
Canadá,483 Transporte por agua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Canadá,4831 Transporte marítimo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Canadá,486 Transporte por ductos,C,-12.5,C,45.9,276.9,108.5,99.9,779.0,998.5,585.1,973.1,"1,811.9",397.6,107.3,-150.6,599.1,369.3,0.0,"7,073.8"
Canadá,4861 Transporte de petróleo crudo por ductos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,C
Canadá,4862 Transporte de gas natural por ductos,C,-12.5,C,45.9,276.9,108.5,99.9,779.0,998.5,585.1,973.1,"1,811.9",397.6,107.3,-150.6,599.1,369.3,0.0,"7,073.8"
Canadá,4869 Transporte por ductos de otros productos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Canadá,487 Transporte turístico,0.0,0.0,0.0,0.0,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Canadá,4872 Transporte turístico por agua,0.0,0.0,0.0,0.0,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Canadá,488 Servicios relacionados con el transporte,C,C,3.0,C,C,0.2,C,0.0,C,0.0,0.0,0.0,C,0.0,C,C,C,0.0,540.1
Canadá,4881 Servicios relacionados con el transporte aéreo,0.0,0.0,C,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,1.4
Canadá,4883 Servicios relacionados con el transporte por agua,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Canadá,4884 Servicios relacionados con el transporte por carretera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,0.0,C
Canadá,4885 Servicios de intermediación para el transporte de carga,0.0,C,C,0.0,C,C,0.0,0.0,0.0,0.0,C,0.0,0.0,C,C,0.0,0.0,0.0,0.4
Canadá,4889 Otros servicios relacionados con el transporte,C,C,C,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,3.1
Canadá,493 Servicios de almacenamiento,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,14.8
Canadá,4931 Servicios de almacenamiento,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,14.8
Canadá,51 Información en medios masivos,-0.6,0.2,0.5,0.6,7.0,0.2,C,3.1,0.0,C,0.0,0.0,1.3,C,C,C,2.6,0.0,46.1
Canadá,"511 Edición de periódicos, revistas, libros, software y otros materiales, y edición de estas publicaciones integrada con la impresión",0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C,0.0,C,0.0,C,0.0,0.0,C,0.0,0.0
Canadá,"5111 Edición de periódicos, revistas, libros y similares, y edición de estas publicaciones integrada con la impresión",0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Canadá,5112 Edición de software y edición de software integrada con la reproducción,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C,0.0,0.0,C,0.0,0.0
Canadá,"512 Industria fílmica y del video, e industria del sonido",C,0.0,0.0,C,C,C,C,C,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,9.3
Canadá,5121 Industria fílmica y del video,C,0.0,0.0,C,C,C,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3
Canadá,5122 Industria del sonido,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,C
Canadá,517 Telecomunicaciones,0.0,C,0.0,C,C,C,C,C,0.0,0.0,0.0,0.0,C,C,0.0,0.0,C,0.0,0.5
Canadá,5173 Operadores de servicios de telecomunicaciones alámbricas e inalámbricas,0.0,C,0.0,C,C,C,C,C,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.5
Canadá,5179 Otros servicios de telecomunicaciones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C,0.0,0.0
Canadá,"518 Procesamiento electrónico de información, hospedaje y otros servicios relacionados",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C,0.0,0.0,15.1
Canadá,"5182 Procesamiento electrónico de información, hospedaje y otros servicios relacionados",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C,0.0,0.0,15.1
Canadá,519 Otros servicios de información,0.0,0.2,0.5,0.4,C,C,0.0,C,0.0,C,0.0,0.0,C,0.0,C,C,C,0.0,21.2
Canadá,5191 Otros servicios de información,0.0,0.2,0.5,0.4,C,C,0.0,C,0.0,C,0.0,0.0,C,0.0,C,C,C,0.0,21.2
Canadá,52 Servicios financieros y de seguros,326.9,346.9,321.4,197.9,112.6,39.1,85.9,268.7,34.7,269.7,719.5,185.9,67.5,744.8,"2,761.1",392.8,"1,460.9",509.0,"8,845.2"
Canadá,522 Instituciones de intermediación crediticia y financiera no bursátil,325.5,348.0,C,181.6,104.6,28.4,78.1,268.5,29.8,268.1,141.3,157.2,10.8,377.6,389.4,C,262.1,C,"3,904.3"
Canadá,5221 Banca múltiple,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,"3,718.2"
Canadá,5223 Uniones de crédito e instituciones de ahorro,C,C,0.0,C,0.0,0.0,0.0,C,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,15.8
Canadá,5224 Otras instituciones de intermediación crediticia y financiera no bursátil,0.0,C,C,0.0,C,C,C,C,C,C,C,C,C,C,C,0.0,C,0.0,170.2
Canadá,5225 Servicios relacionados con la intermediación crediticia no bursátil,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C,0.0,0.0,0.0,0.0,C,0.0,0.0,C,0.0,0.1
Canadá,"523 Actividades bursátiles, cambiarias y de inversión financiera",C,C,0.3,16.3,8.0,10.7,7.8,C,C,C,1.5,7.2,15.9,97.9,68.8,C,20.1,0.0,277.3
Canadá,"5231 Casas de bolsa, casas de cambio y centros cambiarios",0.0,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C
Canadá,5239 Asesoría en inversiones y otros servicios relacionados con la intermediación bursátil,C,C,0.3,16.3,8.0,9.6,7.8,C,C,C,1.5,7.2,15.9,97.9,68.8,C,C,0.0,276.2
Canadá,"524 Compañías de seguros, fianzas, y administración de fondos para el retiro",C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
Canadá,"5242 Servicios relacionados con los seguros y las fianzas, y administración de fondos para el retiro",C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
Canadá,525 Sociedades de inversión especializadas en fondos para el retiro y fondos de inversión,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,C,269.3,"2,302.8",242.6,"1,178.7",C,"4,663.2"
Canadá,5252 Fondos de inversión,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,C,269.3,"2,302.8",242.6,"1,178.7",C,"4,663.2"
Canadá,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,10.6,1.1,71.1,310.9,33.6,130.7,-13.6,14.5,314.1,95.3,31.4,70.2,28.1,647.9,246.6,83.8,315.8,0.3,"2,392.5"
Canadá,531 Servicios inmobiliarios,10.6,1.8,71.1,310.5,32.8,130.7,-13.7,11.0,316.2,43.2,31.4,70.2,28.1,46.5,37.4,-5.4,72.9,0.3,"1,195.8"
Canadá,5311 Alquiler sin intermediación de bienes raíces,0.0,C,0.9,C,0.3,C,0.0,0.0,C,C,4.1,C,15.7,C,30.0,C,0.0,0.0,93.7
Canadá,5312 Inmobiliarias y corredores de bienes raíces,10.6,1.7,70.6,310.3,24.5,35.5,-13.8,8.9,315.9,-5.6,27.2,58.1,0.0,0.8,7.2,-5.4,72.8,C,919.6
Canadá,5313 Servicios relacionados con los servicios inmobiliarios,0.0,C,-0.4,-0.1,7.9,95.2,0.1,2.1,0.3,48.8,0.1,12.1,12.4,3.5,0.3,0.0,0.1,C,182.5
Canadá,532 Servicios de alquiler de bienes muebles,0.0,C,C,0.0,0.0,C,0.0,C,C,C,0.0,C,C,601.4,C,89.2,242.9,0.0,"1,195.3"
Canadá,"5321 Alquiler de automóviles, camiones y otros transportes terrestres",C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C,C,C,C,242.9,0.0,"1,191.5"
Canadá,5322 Alquiler de artículos para el hogar y personales,0.0,C,C,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8
Canadá,5323 Centros generales de alquiler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C
Canadá,"5324 Alquiler de maquinaria y equipo agropecuario, pesquero, industrial, comercial y de servicios",0.0,0.0,0.0,0.0,0.0,C,0.0,C,C,C,0.0,C,0.0,C,0.0,C,0.0,0.0,6.7
Canadá,"533 Servicios de alquiler de marcas registradas, patentes y franquicias",0.0,0.0,0.0,C,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Canadá,"5331 Servicios de alquiler de marcas registradas, patentes y franquicias",0.0,0.0,0.0,C,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Canadá,"54 Servicios profesionales, científicos y técnicos",-0.9,1.0,-0.3,16.6,4.6,7.5,214.2,83.3,3.4,-0.6,0.4,-9.0,26.6,9.8,1.7,0.3,1.6,C,368.0
Canadá,"541 Servicios profesionales, científicos y técnicos",-0.9,1.0,-0.3,16.6,4.6,7.5,214.2,83.3,3.4,-0.6,0.4,-9.0,26.6,9.8,1.7,0.3,1.6,C,368.0
Canadá,5411 Servicios legales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Canadá,"5412 Servicios de contabilidad, auditoría y servicios relacionados",0.0,-0.1,C,0.0,0.3,1.2,C,0.0,0.0,C,0.0,C,C,C,C,0.0,C,0.0,-0.3
Canadá,"5413 Servicios de arquitectura, ingeniería y actividades relacionadas",C,0.6,0.0,4.5,C,3.0,212.1,70.9,C,0.0,C,0.0,C,C,C,0.0,C,0.0,292.1
Canadá,5414 Diseño especializado,0.0,C,C,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0
Canadá,5415 Servicios de diseño de sistemas de cómputo y servicios relacionados,0.0,0.0,0.0,C,C,0.0,0.0,0.0,C,C,C,C,0.0,C,0.0,0.1,C,0.0,1.5
Canadá,"5416 Servicios de consultoría administrativa, científica y técnica",0.0,C,-0.3,10.8,4.3,0.1,3.2,9.9,3.4,0.0,C,-9.1,33.1,20.3,0.0,C,C,C,84.3
Canadá,5417 Servicios de investigación científica y desarrollo,0.0,C,C,C,C,C,0.0,C,C,C,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,-0.2
Canadá,5418 Servicios de publicidad y actividades relacionadas,C,C,C,C,0.0,0.0,0.9,C,0.0,C,C,0.0,0.0,C,0.0,C,C,0.0,2.0
Canadá,"5419 Otros servicios profesionales, científicos y técnicos",0.0,0.0,C,C,C,3.2,-2.0,2.5,0.0,C,0.3,0.0,-4.7,-10.7,0.0,C,C,C,-11.3
Canadá,55 Corporativos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,C
Canadá,551 Corporativos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,C
Canadá,5511 Corporativos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,C
Canadá,"56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",32.8,5.7,1.9,240.2,36.4,0.7,1.9,-0.7,8.2,-57.2,0.9,-1.1,0.0,C,9.4,14.1,C,0.0,329.6
Canadá,561 Servicios de apoyo a los negocios,32.8,5.7,1.9,240.2,36.4,0.7,1.9,-0.7,8.2,-57.2,0.9,-1.1,0.0,C,9.4,14.1,C,0.0,329.6
Canadá,5611 Servicios de administración de negocios,0.0,0.0,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,C,C,9.4,15.6,0.0,0.0,29.3
Canadá,5613 Servicios de empleo,0.0,1.6,0.0,C,0.0,0.0,0.5,1.4,8.2,C,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,-8.7
Canadá,"5614 Servicios de apoyo secretarial, fotocopiado, cobranza, investigación crediticia y similares",C,C,0.0,0.0,0.0,0.0,C,0.0,C,0.0,C,0.0,C,0.0,0.0,C,0.0,0.0,0.1
Canadá,5615 Agencias de viajes y servicios de reservaciones,0.0,0.0,0.0,C,0.0,C,C,0.0,C,C,C,C,0.0,0.0,0.0,C,0.0,0.0,0.1
Canadá,"5616 Servicios de investigación, protección y seguridad",0.0,0.0,0.0,0.0,C,C,0.0,1.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,3.4
Canadá,5617 Servicios de limpieza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Canadá,5619 Otros servicios de apoyo a los negocios,32.7,4.1,1.9,239.9,34.0,C,1.5,-3.1,0.0,-36.5,C,C,C,C,C,C,C,0.0,305.4
Canadá,61 Servicios educativos,C,2.7,-11.0,C,C,C,6.3,0.0,0.0,0.0,0.0,C,6.7,C,C,0.0,0.0,0.0,11.9
Canadá,611 Servicios educativos,C,2.7,-11.0,C,C,C,6.3,0.0,0.0,0.0,0.0,C,6.7,C,C,0.0,0.0,0.0,11.9
Canadá,"6111 Escuelas de educación básica, media y para necesidades especiales",C,C,-11.4,0.0,0.0,0.0,C,C,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,-7.5
Canadá,6112 Escuelas de educación técnica superior,0.0,0.0,C,0.0,0.0,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Canadá,6113 Escuelas de educación superior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,C,0.0,0.0,0.0,0.0,C
Canadá,"6114 Escuelas comerciales, de computación y de capacitación para ejecutivos",0.0,C,0.3,C,C,0.0,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8
Canadá,6116 Otros servicios educativos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C,0.0,0.0,0.0,C
Canadá,6117 Servicios de apoyo a la educación,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Canadá,62 Servicios de salud y de asistencia social,C,0.0,C,C,1.0,1.6,C,0.5,C,0.0,C,C,C,C,C,0.0,C,0.0,7.1
Canadá,621 Servicios médicos de consulta externa y servicios relacionados,C,0.0,0.0,C,1.0,C,0.0,0.5,C,0.0,C,C,C,C,C,0.0,C,0.0,2.4
Canadá,6211 Consultorios médicos,0.0,C,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,C,0.0,C,C,0.0,C,0.0,0.0
Canadá,6212 Consultorios dentales,0.0,0.0,0.0,C,C,C,0.0,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Canadá,6213 Otros consultorios para el cuidado de la salud,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0
Canadá,6214 Centros para la atención de pacientes que no requieren hospitalización,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Canadá,6215 Laboratorios médicos y de diagnóstico,C,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Canadá,6216 Servicios de enfermería a domicilio,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Canadá,622 Hospitales,0.0,0.0,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,4.2
Canadá,6221 Hospitales generales,0.0,0.0,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Canadá,6223 Hospitales de otras especialidades médicas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,C
Canadá,624 Otros servicios de asistencia social,0.0,0.0,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
Canadá,6241 Servicios de orientación y trabajo social,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
