País de Origen,Entidad federativa,Total 2006,Total 2007,Total 2008,Total 2009,Total 2010,Total 2011,Total 2012,Total 2013,Total 2014,Total 2015,Total 2016,Total 2017,Total 2018,Total 2019,Total 2020,Total 2021,Total 2022,Total 2023,Total general
Países Bajos,Tabasco,0.0,0.0,-0.6,C,0.0,3.2,47.7,30.0,3.1,1.5,3.5,17.8,2.3,C,-0.2,C,0.0,C,111.8
Países Bajos,Tamaulipas,51.5,-19.8,31.9,-5.0,-50.3,-141.1,-27.3,39.7,-0.8,-32.1,2.6,178.8,79.1,19.4,167.5,-20.4,132.2,22.5,428.6
Países Bajos,Tlaxcala,0.0,C,0.0,C,0.0,0.0,C,0.8,2.2,1.4,C,0.0,0.0,0.0,C,C,0.0,0.0,15.9
Países Bajos,Veracruz de Ignacio de la Llave,-1.6,2.5,-5.0,C,789.2,24.1,65.7,79.9,-2.0,2.4,18.4,-3.1,123.3,106.1,71.7,-10.2,-64.5,127.5,"1,324.5"
Países Bajos,Yucatán,0.1,0.2,-0.1,0.4,0.2,1.0,21.0,0.6,3.7,1.5,0.8,0.2,0.1,0.2,0.1,-0.1,0.4,9.7,40.1
Países Bajos,Zacatecas,0.0,0.0,-0.4,C,0.0,0.1,C,0.0,0.1,1.5,0.2,C,C,C,C,C,C,C,2.1
Panamá,Baja California,C,0.0,0.0,C,0.0,C,0.0,0.0,0.0,C,0.0,0.0,0.0,C,0.0,0.0,0.0,C,-4.5
Panamá,Baja California Sur,C,0.0,0.0,C,C,0.0,C,C,0.0,0.0,0.0,0.0,0.0,0.0,C,C,C,0.0,17.5
Panamá,Campeche,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Panamá,Chiapas,0.0,0.0,0.0,0.0,0.0,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Panamá,Chihuahua,0.0,0.0,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,7.2
Panamá,Ciudad de México,-1.3,2.3,-1.6,12.0,8.4,4.4,7.4,9.7,22.6,3.4,1.1,9.0,26.9,10.3,22.9,0.1,12.3,C,144.1
Panamá,Coahuila de Zaragoza,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,C
Panamá,Colima,0.0,0.0,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Panamá,Durango,0.0,0.0,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Panamá,Estado de México,1.8,-6.9,10.0,3.9,0.1,-1.1,0.1,0.3,4.4,0.6,C,0.2,C,C,C,C,C,0.0,16.3
Panamá,Guanajuato,0.0,0.0,C,0.0,C,0.0,C,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Panamá,Guerrero,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Panamá,Hidalgo,0.0,0.0,0.0,0.0,C,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Panamá,Jalisco,-1.5,0.1,0.0,C,0.0,C,C,C,C,C,0.0,0.2,C,C,-0.1,0.0,0.2,0.0,0.6
Panamá,Michoacán de Ocampo,0.0,C,0.0,0.0,0.0,C,C,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Panamá,Morelos,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Panamá,Nayarit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Panamá,Nuevo León,C,C,-0.1,C,0.0,C,C,C,12.2,1.4,0.0,C,17.2,C,C,0.0,0.0,C,40.7
Panamá,Oaxaca,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Panamá,Puebla,0.0,0.0,C,0.0,C,0.0,C,C,0.0,0.0,0.0,C,C,C,C,C,C,C,-8.5
Panamá,Querétaro,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4
Panamá,Quintana Roo,C,0.0,C,C,C,1.5,3.0,0.1,C,1.1,C,0.0,0.4,C,0.1,C,0.6,C,19.5
Panamá,San Luis Potosí,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C
Panamá,Sinaloa,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C,C,0.0,0.0,C,0.0,0.0,C,0.0,0.6
Panamá,Sonora,0.0,0.0,0.0,0.0,0.0,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Panamá,Tabasco,0.0,0.0,0.0,C,0.0,0.0,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3
Panamá,Tamaulipas,0.0,C,C,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7
Panamá,Tlaxcala,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Panamá,Veracruz de Ignacio de la Llave,C,0.0,C,0.0,0.0,C,6.5,14.5,C,C,C,C,C,0.0,C,0.0,0.0,0.0,135.0
Panamá,Yucatán,C,0.0,0.0,0.0,C,0.0,C,C,0.0,0.2,0.0,C,C,C,C,C,0.3,0.0,8.3
Perú,Aguascalientes,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C
Perú,Baja California,C,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,0.0,C,0.0,0.0,0.0,0.0,0.0,1.2
Perú,Baja California Sur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C,0.0,C,C,0.0,0.3
Perú,Campeche,0.0,0.0,0.0,0.0,0.0,0.0,C,C,C,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.5
Perú,Chihuahua,0.0,0.0,C,C,C,C,0.0,0.0,0.0,C,C,C,0.0,0.0,0.0,0.0,0.0,0.0,94.0
Perú,Ciudad de México,0.0,1.1,0.0,-0.2,1.4,0.2,0.0,7.4,6.6,0.0,2.6,2.9,5.6,5.4,6.6,4.3,8.1,C,52.0
Perú,Colima,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,C,C,0.0,0.0,0.0,0.0,0.0,0.3
Perú,Estado de México,0.1,0.0,C,0.3,C,0.0,0.0,C,C,C,1.5,C,3.2,C,C,2.0,0.0,0.0,15.4
Perú,Guanajuato,0.0,0.0,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,-4.2
Perú,Guerrero,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C,C,0.0,0.0,0.0,C
Perú,Hidalgo,0.0,0.0,0.0,0.0,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Perú,Jalisco,0.0,C,0.0,C,C,0.0,C,C,C,C,C,C,C,0.2,C,0.8,0.0,0.0,6.0
Perú,Morelos,0.0,0.0,0.0,0.0,0.0,0.0,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Perú,Nayarit,C,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,C,C,0.0,C,0.0,C,C,C,C,0.6
Perú,Nuevo León,0.0,C,0.0,0.0,C,0.0,C,-5.0,C,0.0,C,C,0.0,0.0,0.0,C,C,0.0,-4.9
Perú,Oaxaca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,C
Perú,Puebla,0.2,C,C,C,0.0,C,0.0,0.0,0.0,0.0,C,0.0,C,0.0,C,C,C,0.0,3.5
Perú,Querétaro,0.0,C,C,C,C,C,C,C,C,C,C,C,C,C,0.0,C,C,0.0,46.1
Perú,Quintana Roo,0.0,0.0,0.0,0.0,C,0.0,C,0.3,C,C,C,0.3,0.8,1.5,0.7,1.2,2.6,0.4,8.3
Perú,San Luis Potosí,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Perú,Sinaloa,0.0,0.0,0.0,0.0,C,C,0.0,C,0.0,0.0,0.0,C,0.0,0.5,C,C,C,0.0,0.5
Perú,Sonora,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,C,C,C,0.0,-0.9
Perú,Tabasco,0.0,0.0,0.0,0.0,C,0.0,C,0.0,0.0,C,C,0.0,C,0.0,0.0,C,C,0.0,1.3
Perú,Tamaulipas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Perú,Tlaxcala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Perú,Veracruz de Ignacio de la Llave,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.3
Perú,Yucatán,C,0.0,0.0,0.0,C,0.0,C,C,0.0,0.0,0.0,C,C,C,C,0.7,1.1,0.0,2.5
Perú,Zacatecas,C,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Polonia,Aguascalientes,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Polonia,Baja California,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Polonia,Baja California Sur,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C,0.0,C,0.0,0.9
Polonia,Chihuahua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,C
Polonia,Ciudad de México,C,C,C,C,0.9,C,0.0,0.0,0.0,C,0.0,C,0.1,0.0,C,0.0,0.0,0.0,12.6
Polonia,Estado de México,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,2.0
Polonia,Guanajuato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C,0.0,C
Polonia,Guerrero,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,0.0,C,0.0,0.3
Polonia,Jalisco,0.0,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0
Polonia,Nuevo León,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,C
Polonia,Oaxaca,0.0,C,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Polonia,Puebla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0
Polonia,Querétaro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Polonia,Quintana Roo,C,C,0.0,0.0,0.3,0.7,0.4,C,C,C,0.4,0.5,-0.6,0.6,C,1.7,0.9,C,5.1
Polonia,Tlaxcala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,C,0.0,0.0,C
Polonia,Veracruz de Ignacio de la Llave,0.0,C,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Polonia,Yucatán,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,C,C,0.0,C,C,0.0,0.6
Portugal,Aguascalientes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Portugal,Baja California,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,-0.1
Portugal,Baja California Sur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C
Portugal,Chiapas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C
Portugal,Chihuahua,0.0,C,0.0,C,0.0,0.0,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0
Portugal,Ciudad de México,0.0,0.0,0.0,0.6,3.0,0.8,9.4,0.4,0.0,0.0,7.1,0.0,0.0,21.1,-2.8,-0.3,0.0,0.0,39.2
Portugal,Coahuila de Zaragoza,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,25.7
Portugal,Durango,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Portugal,Estado de México,0.0,0.0,C,0.0,C,0.0,C,C,0.0,0.0,0.0,C,0.0,0.0,C,C,0.0,0.0,-3.6
Portugal,Guanajuato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,C
Portugal,Jalisco,0.0,C,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,C,0.0,3.3
Portugal,Michoacán de Ocampo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,C
Portugal,Morelos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Portugal,Nayarit,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,0.0,0.0,C
Portugal,Nuevo León,0.0,C,0.0,0.0,0.0,0.0,C,C,C,0.0,0.0,C,0.0,C,C,0.0,C,0.0,0.4
Portugal,Oaxaca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,C,0.0,0.0,C
Portugal,Puebla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,C,0.0,0.0,0.0,C,C,0.0,0.0,0.0
Portugal,Querétaro,C,0.0,0.0,C,0.0,C,0.0,0.0,C,C,C,C,C,3.9,C,C,0.0,0.0,7.0
Portugal,Quintana Roo,C,C,0.0,C,0.0,2.0,1.2,0.4,C,-0.9,C,1.6,1.1,C,0.0,0.5,0.3,C,6.7
Portugal,San Luis Potosí,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,C
Portugal,Sinaloa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C,C,0.0,0.0,0.0,0.0,0.3
Portugal,Tabasco,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Portugal,Tamaulipas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,C
Portugal,Tlaxcala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,C,0.0,0.0,0.0,0.0,0.0,0.0,C
Portugal,Veracruz de Ignacio de la Llave,0.0,C,C,C,C,C,C,C,C,0.0,0.0,0.0,0.0,0.0,C,C,0.0,0.0,96.3
Portugal,Yucatán,C,0.0,0.0,0.0,0.0,0.0,C,C,0.0,C,C,C,C,0.0,0.0,0.0,C,0.0,0.7
Puerto Rico,Chihuahua,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Puerto Rico,Ciudad de México,0.6,0.8,-24.7,C,C,0.0,C,C,0.0,0.0,C,0.0,0.0,C,C,0.0,0.0,0.0,-8.4
Puerto Rico,Estado de México,0.0,0.0,0.0,0.0,0.0,C,C,C,C,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,-33.7
Puerto Rico,Jalisco,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,0.0,-72.7
Puerto Rico,Nuevo León,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,1.5
Puerto Rico,Puebla,C,0.0,0.0,C,C,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Puerto Rico,Quintana Roo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,C
Puerto Rico,Yucatán,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Reino Unido de la Gran Bretaña e Irlanda del Norte,Aguascalientes,2.3,2.5,2.7,0.7,14.5,0.5,-0.5,C,C,3.2,3.8,43.7,101.5,10.0,20.8,1.5,0.9,0.0,212.5
Reino Unido de la Gran Bretaña e Irlanda del Norte,Baja California,11.7,30.1,13.7,7.8,59.7,25.6,22.6,53.0,5.3,0.9,8.9,1.4,-3.5,7.3,4.9,-8.0,8.3,-2.1,247.5
Reino Unido de la Gran Bretaña e Irlanda del Norte,Baja California Sur,4.0,25.8,14.8,21.6,6.0,-0.6,1.8,4.9,44.0,9.4,4.0,-4.0,1.4,2.9,16.9,13.6,19.9,-0.4,186.0
Reino Unido de la Gran Bretaña e Irlanda del Norte,Campeche,1.6,1.8,1.9,0.1,0.8,1.2,-3.1,5.1,-0.7,C,C,13.5,23.3,20.2,12.4,-3.1,1.7,C,98.1
Reino Unido de la Gran Bretaña e Irlanda del Norte,Chiapas,4.0,C,4.4,C,1.8,-0.9,0.9,7.3,1.5,17.9,4.7,14.2,7.3,11.0,16.4,-4.0,3.2,C,93.7
Reino Unido de la Gran Bretaña e Irlanda del Norte,Chihuahua,11.9,16.9,25.0,46.4,3.8,17.4,2.5,17.3,3.6,5.3,6.4,-0.8,48.2,16.6,-4.9,-27.2,167.7,-1.8,354.4
Reino Unido de la Gran Bretaña e Irlanda del Norte,Ciudad de México,373.0,197.2,468.5,-41.4,179.2,-57.4,159.3,587.3,49.4,90.2,152.5,39.9,-5.3,235.1,403.4,593.1,536.0,195.1,"4,155.1"
Reino Unido de la Gran Bretaña e Irlanda del Norte,Coahuila de Zaragoza,7.1,8.1,8.9,0.4,3.6,-1.5,1.1,14.3,0.8,1.3,6.4,11.8,2.0,3.4,5.8,-3.6,17.7,-0.2,87.4
Reino Unido de la Gran Bretaña e Irlanda del Norte,Colima,1.9,16.8,-0.8,2.0,11.2,7.4,1.0,6.9,2.1,1.5,3.5,-0.6,-0.2,2.1,2.4,-1.8,1.8,-0.4,56.7
Reino Unido de la Gran Bretaña e Irlanda del Norte,Durango,1.8,2.6,4.0,0.3,0.8,-0.6,1.5,6.7,0.9,0.9,3.6,-1.2,-1.1,2.0,6.0,-2.5,1.2,-1.1,25.7
Reino Unido de la Gran Bretaña e Irlanda del Norte,Estado de México,34.3,76.1,167.1,37.5,9.8,-13.0,141.3,360.9,34.6,46.5,14.9,-68.0,-91.4,99.6,89.1,-63.2,9.8,13.0,898.8
Reino Unido de la Gran Bretaña e Irlanda del Norte,Guanajuato,8.6,16.0,11.7,0.9,4.1,26.4,-9.7,31.2,9.8,19.7,12.5,19.7,20.3,-0.8,-14.4,57.1,3.3,6.8,223.1
Reino Unido de la Gran Bretaña e Irlanda del Norte,Guerrero,4.0,3.6,3.8,-0.4,1.5,-0.7,1.0,5.7,1.2,5.5,4.0,-0.4,-0.1,1.9,3.2,-2.4,1.0,-0.5,31.8
Reino Unido de la Gran Bretaña e Irlanda del Norte,Hidalgo,2.2,3.0,4.3,0.5,1.0,-1.3,1.3,6.3,1.3,2.2,3.6,-1.4,-1.9,2.5,3.7,-0.3,1.7,-0.7,27.9
Reino Unido de la Gran Bretaña e Irlanda del Norte,Jalisco,43.7,62.6,41.8,8.3,113.2,111.7,15.8,117.3,23.1,412.9,75.1,33.0,91.3,137.6,159.5,639.1,670.4,541.5,"3,297.8"
Reino Unido de la Gran Bretaña e Irlanda del Norte,Michoacán de Ocampo,4.6,5.6,7.4,0.7,2.2,-2.1,1.6,11.2,C,7.2,5.0,-1.2,0.7,2.6,5.4,-4.8,2.3,0.5,49.4
Reino Unido de la Gran Bretaña e Irlanda del Norte,Morelos,-4.7,2.8,20.8,7.1,-5.6,-8.5,17.3,25.8,C,15.3,-3.8,-23.2,-33.3,12.7,12.1,-9.0,14.2,2.8,51.1
Reino Unido de la Gran Bretaña e Irlanda del Norte,Nayarit,12.6,3.3,2.2,1.2,1.9,1.6,0.5,3.2,0.3,1.7,5.2,-1.5,-0.1,1.5,-16.0,-3.6,1.8,-0.2,15.7
Reino Unido de la Gran Bretaña e Irlanda del Norte,Nuevo León,48.7,-68.9,37.1,45.7,18.8,25.9,10.3,68.2,2.3,21.6,26.0,20.1,1.0,80.9,15.4,-4.4,0.9,1.0,350.4
Reino Unido de la Gran Bretaña e Irlanda del Norte,Oaxaca,4.2,5.7,4.9,-0.7,1.6,-1.2,3.4,7.8,2.8,56.7,16.4,2.3,2.8,-19.8,13.3,1.6,3.4,-2.6,102.8
Reino Unido de la Gran Bretaña e Irlanda del Norte,Puebla,12.0,16.3,17.1,1.1,5.9,15.4,2.3,27.9,0.8,22.4,9.0,-1.1,-0.1,15.7,-28.4,31.9,15.9,2.1,166.1
Reino Unido de la Gran Bretaña e Irlanda del Norte,Querétaro,33.1,22.3,7.7,2.1,2.5,0.2,7.3,11.0,C,19.0,14.3,-7.1,47.2,-8.9,19.1,32.8,3.7,1.8,219.2
Reino Unido de la Gran Bretaña e Irlanda del Norte,Quintana Roo,9.8,8.0,13.3,-1.8,1.8,-0.6,12.7,16.5,18.6,2.0,17.3,12.4,8.3,-7.6,16.4,-3.5,8.9,2.1,134.5
Reino Unido de la Gran Bretaña e Irlanda del Norte,San Luis Potosí,24.2,55.8,43.3,-84.4,1.4,-1.2,4.2,-8.4,0.6,2.8,4.0,2.1,8.1,5.4,-2.4,-4.7,0.5,4.1,55.3
Reino Unido de la Gran Bretaña e Irlanda del Norte,Sinaloa,3.1,5.3,6.0,0.0,2.4,-1.9,4.3,10.6,1.7,1.7,7.3,-0.8,3.5,4.4,5.5,-3.9,3.5,3.0,55.8
Reino Unido de la Gran Bretaña e Irlanda del Norte,Sonora,9.8,11.1,12.4,0.7,5.2,5.6,1.4,22.0,0.4,2.0,7.5,7.2,14.7,11.2,8.1,-11.5,31.1,-0.9,137.8
Reino Unido de la Gran Bretaña e Irlanda del Norte,Tabasco,5.6,6.0,7.3,-0.2,2.5,-1.8,2.6,12.3,2.2,21.7,5.2,13.4,4.2,12.2,69.6,6.7,43.2,-12.6,200.0
Reino Unido de la Gran Bretaña e Irlanda del Norte,Tamaulipas,15.3,18.1,16.6,2.5,17.4,143.1,-26.0,-29.6,36.0,24.1,42.6,41.7,23.7,90.7,-80.8,41.4,121.0,-1.3,496.3
Reino Unido de la Gran Bretaña e Irlanda del Norte,Tlaxcala,2.0,C,2.4,C,1.0,-0.5,0.1,C,C,C,C,C,C,0.9,2.1,-0.9,0.1,C,19.2
Reino Unido de la Gran Bretaña e Irlanda del Norte,Veracruz de Ignacio de la Llave,10.0,11.0,13.0,-0.2,5.5,4.9,3.7,21.2,20.7,60.5,11.1,32.5,37.6,72.1,13.7,3.6,3.0,0.4,324.3
Reino Unido de la Gran Bretaña e Irlanda del Norte,Yucatán,10.6,-0.9,7.3,-2.2,5.3,-1.8,3.5,16.6,3.8,1.6,6.8,1.2,2.0,6.5,12.1,-5.8,3.1,-0.5,69.3
Reino Unido de la Gran Bretaña e Irlanda del Norte,Zacatecas,1.0,1.4,2.0,0.0,0.5,-0.6,2.2,3.3,9.5,2.8,3.2,2.4,1.0,0.7,-0.8,-12.3,0.7,0.0,17.0
República Checa,Aguascalientes,C,C,C,C,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C
República Checa,Baja California Sur,0.0,C,C,0.0,0.0,0.0,0.0,0.0,C,0.0,C,0.0,C,0.0,C,C,0.0,0.0,0.7
República Checa,Ciudad de México,C,C,0.0,C,C,0.0,C,0.0,0.0,C,0.0,C,0.0,0.0,C,C,C,0.0,-0.4
República Checa,Coahuila de Zaragoza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
República Checa,Estado de México,C,0.0,C,0.0,C,0.0,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2
República Checa,Guanajuato,C,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
República Checa,Guerrero,C,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
República Checa,Jalisco,C,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C,0.0,0.0,C,C,0.0,C,0.0,0.0,0.1
República Checa,Nayarit,0.0,0.0,0.0,0.0,0.0,0.0,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
República Checa,Nuevo León,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,C,0.0,C,0.0,0.0,1.6
República Checa,Oaxaca,0.0,0.0,0.0,0.0,0.0,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
República Checa,Puebla,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
República Checa,Querétaro,C,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
