País de Origen,Entidad federativa,Total 2006,Total 2007,Total 2008,Total 2009,Total 2010,Total 2011,Total 2012,Total 2013,Total 2014,Total 2015,Total 2016,Total 2017,Total 2018,Total 2019,Total 2020,Total 2021,Total 2022,Total 2023,Total general
República Checa,Quintana Roo,0.0,C,C,0.0,C,0.8,0.7,C,C,C,0.1,C,0.0,C,0.0,0.1,0.4,C,3.2
República Checa,Yucatán,0.0,0.0,C,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,0.1
Singapur,Aguascalientes,C,C,C,C,C,C,C,C,C,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,C
Singapur,Baja California,C,30.4,C,C,C,C,0.4,C,C,C,0.0,C,C,C,0.0,C,C,0.0,31.3
Singapur,Baja California Sur,C,C,C,C,C,C,C,C,C,0.0,0.0,C,0.0,0.0,0.0,0.0,C,0.0,11.1
Singapur,Campeche,C,-25.5,C,C,-1.7,6.7,4.2,26.0,-15.5,C,C,0.0,C,0.0,0.0,0.0,0.0,0.0,-37.6
Singapur,Chiapas,C,C,C,C,C,C,C,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Singapur,Chihuahua,C,C,C,C,C,C,C,C,C,C,0.0,0.0,C,C,0.0,C,0.0,0.0,37.0
Singapur,Ciudad de México,23.2,91.4,8.2,5.9,-2.6,12.0,-5.2,0.6,0.5,0.0,C,-0.7,24.4,-0.9,13.4,16.0,8.4,C,200.4
Singapur,Coahuila de Zaragoza,C,C,C,C,C,C,C,C,C,0.0,C,C,0.0,C,0.0,0.0,0.0,0.0,25.5
Singapur,Colima,C,C,C,C,C,C,C,C,C,C,C,C,C,0.0,C,C,0.0,0.0,9.7
Singapur,Durango,C,C,C,C,C,C,C,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Singapur,Estado de México,C,C,C,C,C,C,-0.5,-0.4,C,C,C,C,0.0,C,0.0,0.0,C,0.0,55.1
Singapur,Guanajuato,C,C,C,C,-0.3,C,C,C,C,0.0,0.0,C,0.0,C,0.0,C,0.0,0.0,16.7
Singapur,Guerrero,C,C,C,C,C,C,C,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Singapur,Hidalgo,C,C,C,C,C,C,C,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Singapur,Jalisco,C,C,11.9,26.2,5.1,1.7,3.4,1.0,C,C,C,C,C,7.3,C,4.2,C,0.0,135.0
Singapur,Michoacán de Ocampo,C,C,C,C,C,C,C,C,1.0,C,C,C,0.0,C,0.0,0.0,0.0,0.0,14.1
Singapur,Morelos,C,C,C,C,C,C,C,C,C,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,C
Singapur,Nayarit,C,C,C,C,C,C,C,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Singapur,Nuevo León,5.6,C,C,-9.5,C,C,C,C,-10.5,0.0,0.0,C,C,C,18.7,-15.1,-9.8,C,63.9
Singapur,Oaxaca,C,C,C,C,C,C,C,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Singapur,Puebla,C,C,C,C,C,C,C,C,C,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,C
Singapur,Querétaro,C,C,C,C,C,47.7,22.3,10.5,C,0.0,0.0,C,0.0,5.7,C,C,0.2,0.0,84.6
Singapur,Quintana Roo,C,C,C,C,C,C,7.3,27.6,C,C,0.0,C,0.0,C,0.0,0.0,0.0,0.0,184.8
Singapur,San Luis Potosí,C,C,C,C,C,C,C,C,C,0.0,0.0,0.0,0.0,C,0.0,0.0,C,0.0,15.6
Singapur,Sinaloa,C,C,C,C,C,C,C,C,C,C,C,C,0.0,0.0,0.0,0.0,0.0,0.0,C
Singapur,Sonora,C,C,C,C,C,C,C,C,C,0.0,0.0,0.0,C,C,0.0,0.0,0.0,0.0,15.1
Singapur,Tabasco,C,C,C,C,C,C,C,C,C,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,33.6
Singapur,Tamaulipas,C,C,C,C,C,C,C,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Singapur,Tlaxcala,C,C,C,C,C,C,C,C,C,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,C
Singapur,Veracruz de Ignacio de la Llave,C,C,C,-0.6,C,C,C,17.2,1.1,C,C,C,0.0,C,0.0,0.0,0.0,0.0,48.1
Singapur,Yucatán,C,C,C,C,C,C,C,C,C,0.0,0.0,0.0,0.0,C,C,0.0,0.0,0.0,34.3
Singapur,Zacatecas,C,C,C,C,C,C,C,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Sudáfrica,Baja California,C,C,0.1,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,1.1
Sudáfrica,Baja California Sur,0.1,C,C,0.0,0.0,0.0,0.0,C,0.0,C,0.0,0.0,C,0.0,0.0,0.5,C,0.2,5.1
Sudáfrica,Chihuahua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Sudáfrica,Ciudad de México,C,0.0,C,C,C,0.0,C,C,C,C,C,C,C,C,C,C,0.0,0.0,124.2
Sudáfrica,Estado de México,0.0,0.0,0.0,0.0,0.0,C,C,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,C
Sudáfrica,Jalisco,0.0,C,0.0,C,0.0,C,0.0,C,0.0,0.0,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.1
Sudáfrica,Nayarit,0.0,C,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,C,1.0
Sudáfrica,Nuevo León,C,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Sudáfrica,Querétaro,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Sudáfrica,Quintana Roo,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,C,C,0.0,C,C,0.0,0.5
Sudáfrica,Yucatán,C,0.0,0.0,0.0,0.0,0.0,C,C,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Suecia,Aguascalientes,C,0.0,C,C,C,C,C,C,C,-0.5,C,C,0.0,C,4.3,0.3,1.2,C,19.8
Suecia,Baja California,3.5,C,1.0,3.3,2.2,7.0,16.2,8.1,-0.1,C,6.3,C,C,C,6.7,10.4,4.1,C,100.0
Suecia,Baja California Sur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.3,C,C,0.8
Suecia,Chihuahua,49.8,C,47.5,16.6,48.3,20.4,5.6,C,C,C,C,C,C,C,26.2,C,C,C,439.2
Suecia,Ciudad de México,9.8,12.3,69.0,-18.4,-208.8,6.9,64.8,29.9,31.6,-29.9,-2.5,-71.9,71.2,10.0,110.9,-33.7,62.5,C,121.4
Suecia,Coahuila de Zaragoza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,C,C,0.0,C,0.7,C,0.6,0.0,4.1
Suecia,Colima,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C
Suecia,Durango,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,C,0.0,0.0,C,C,C,C,-3.2
Suecia,Estado de México,-14.7,3.1,1.8,6.6,-12.5,-3.5,32.7,42.0,9.7,-7.9,-6.0,10.0,C,8.5,54.7,-115.0,26.1,C,59.7
Suecia,Guanajuato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,C,0.0,C,C,C,C,10.5
Suecia,Guerrero,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C,0.0,0.0,0.0,C
Suecia,Hidalgo,0.0,0.0,0.0,0.0,C,0.0,C,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Suecia,Jalisco,0.0,C,C,0.0,0.2,2.0,8.5,21.8,C,C,1.1,3.7,1.8,C,0.1,-1.1,2.2,C,52.6
Suecia,Michoacán de Ocampo,4.6,C,C,C,C,0.0,C,34.7,C,0.0,C,C,0.0,0.0,0.0,0.0,0.0,0.0,97.9
Suecia,Nayarit,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,C,0.0,C,0.0,C,0.0,0.0,0.0,0.8
Suecia,Nuevo León,7.9,6.8,17.3,C,C,C,C,C,C,C,1.7,6.8,3.9,C,0.0,C,1.8,C,118.8
Suecia,Puebla,0.0,C,0.0,0.0,0.0,0.0,C,C,C,12.7,-30.4,C,C,0.0,-0.1,C,20.1,C,25.6
Suecia,Querétaro,48.8,C,-2.3,-1.3,-3.0,15.0,27.3,30.9,53.7,-35.8,40.4,22.1,32.4,40.8,44.8,6.9,31.5,C,346.3
Suecia,Quintana Roo,0.0,C,C,0.0,C,0.0,0.1,0.0,C,C,C,C,0.3,0.5,C,C,1.1,C,3.1
Suecia,San Luis Potosí,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C,C,C,C,C,0.0,-4.1
Suecia,Sinaloa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,C,0.0,0.0,0.1,-0.1,C,0.0,2.3
Suecia,Sonora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,C,C,C,C,C,3.1
Suecia,Tamaulipas,C,C,C,C,1.1,8.3,15.7,10.4,1.0,C,6.2,-9.5,C,C,C,C,C,C,61.7
Suecia,Tlaxcala,0.0,0.0,0.0,0.0,0.0,0.0,C,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3
Suecia,Veracruz de Ignacio de la Llave,0.0,C,0.0,0.0,0.0,0.0,0.0,C,0.0,C,C,C,0.0,0.0,C,C,C,C,4.2
Suecia,Yucatán,0.8,0.0,C,0.0,0.0,0.0,C,C,0.0,C,0.0,C,0.0,C,0.0,0.0,0.0,0.0,6.2
Suiza,Aguascalientes,0.0,0.0,C,C,0.0,C,0.0,C,0.0,0.3,C,C,0.6,C,C,C,-1.5,C,5.6
Suiza,Baja California,-1.2,-14.7,-12.1,-10.1,8.6,8.2,41.0,34.5,-25.0,2.8,3.2,1.8,-13.4,5.1,8.8,15.4,-3.5,4.8,54.2
Suiza,Baja California Sur,0.4,0.5,0.5,0.1,C,C,C,C,C,0.0,0.5,C,-0.2,C,C,0.8,C,C,9.0
Suiza,Campeche,C,0.0,0.0,C,C,16.5,C,C,0.0,C,0.0,C,C,C,C,0.0,0.0,C,240.6
Suiza,Chiapas,18.2,10.7,10.4,14.9,6.6,C,23.1,12.2,C,88.6,C,4.9,-3.0,15.6,26.1,-10.5,-1.6,C,201.1
Suiza,Chihuahua,-1.8,3.9,7.6,1.8,8.9,9.0,-2.5,9.9,18.2,3.8,11.3,32.9,35.6,58.6,40.6,19.5,19.8,C,284.7
Suiza,Ciudad de México,104.7,20.2,69.7,25.0,-156.5,-63.5,-8.2,254.5,247.3,214.0,153.1,298.5,463.5,313.9,116.2,56.3,105.2,360.5,"2,574.3"
Suiza,Coahuila de Zaragoza,2.9,C,0.0,-0.1,C,0.7,C,C,C,0.4,0.4,0.0,-1.5,1.9,-0.8,4.2,-4.4,C,18.0
Suiza,Colima,C,C,C,15.6,0.0,C,C,0.0,0.0,0.0,0.0,C,C,C,0.4,C,-7.0,C,13.1
Suiza,Durango,0.0,0.0,C,C,0.0,C,C,0.0,0.0,-1.4,C,C,0.1,C,C,0.0,0.0,C,117.2
Suiza,Estado de México,193.7,131.2,106.7,26.5,-2.1,29.4,-41.4,23.1,10.8,99.0,25.8,41.0,27.4,73.4,109.8,57.4,-12.8,21.8,920.7
Suiza,Guanajuato,57.7,38.2,33.7,6.0,0.0,C,-3.4,C,C,12.4,1.4,1.0,1.2,15.1,37.7,21.5,-4.6,C,218.4
Suiza,Guerrero,-3.5,C,0.0,C,C,C,0.0,0.0,C,C,0.0,C,C,C,C,C,-0.9,C,-1.1
Suiza,Hidalgo,0.2,C,0.0,64.6,0.0,C,0.0,0.0,0.0,C,0.0,C,C,C,C,C,C,0.0,65.6
Suiza,Jalisco,111.5,92.8,86.3,-5.9,0.4,7.5,15.9,2.1,-7.9,47.2,28.6,5.8,8.1,62.3,83.6,42.4,10.3,C,603.3
Suiza,Michoacán de Ocampo,C,C,C,C,0.0,0.0,0.0,C,C,0.6,C,C,-0.2,0.5,-2.0,16.9,0.0,0.0,26.9
Suiza,Morelos,-20.3,-33.4,-42.1,-30.2,13.7,-3.6,-1.8,0.8,-43.5,12.0,C,C,7.3,25.1,7.9,7.5,11.4,0.0,-74.2
Suiza,Nayarit,C,0.0,C,0.0,0.0,0.0,0.2,C,C,C,0.0,C,0.2,C,0.8,C,C,0.0,42.5
Suiza,Nuevo León,10.5,13.8,-2.0,11.6,2.4,6.0,17.2,26.2,8.3,8.8,32.6,39.6,-2.0,25.0,-16.0,48.1,-11.5,C,230.7
Suiza,Oaxaca,0.4,C,0.0,C,0.0,0.0,0.0,C,C,1.6,C,0.1,-0.4,C,C,C,C,C,3.8
Suiza,Puebla,4.1,4.7,2.8,12.5,-7.4,2.1,-14.9,21.2,-4.7,5.2,C,-4.9,-0.9,2.8,-1.1,3.6,-4.3,C,23.1
Suiza,Querétaro,56.2,39.8,30.8,6.6,C,23.1,6.2,4.8,C,23.5,69.8,39.5,48.6,16.2,64.2,119.5,19.8,C,597.5
Suiza,Quintana Roo,2.8,0.1,0.1,5.0,-0.8,20.9,81.5,62.2,47.5,-0.5,0.1,-0.9,3.0,1.4,2.1,4.6,-2.1,C,231.6
Suiza,San Luis Potosí,0.0,0.0,0.0,0.0,C,0.0,C,C,C,C,C,2.0,56.0,16.6,-58.0,-23.2,-39.9,C,42.2
Suiza,Sinaloa,1.0,0.4,0.2,-0.1,-4.9,C,C,10.0,C,18.6,0.3,-0.1,-0.1,0.6,-1.0,10.0,-3.1,C,30.7
Suiza,Sonora,6.6,5.7,4.5,-0.8,C,8.0,2.5,8.6,50.4,21.3,19.9,1.2,-2.1,5.5,7.0,3.2,-3.1,C,148.4
Suiza,Tabasco,3.3,C,0.4,17.2,C,49.1,C,C,C,73.3,0.5,3.2,-0.8,1.9,74.7,12.4,-12.4,C,236.7
Suiza,Tamaulipas,0.1,C,0.3,65.5,C,C,0.0,0.0,0.0,74.1,C,-11.0,1.5,4.4,-0.8,10.7,1.0,C,274.6
Suiza,Tlaxcala,0.0,0.0,C,C,0.0,C,0.0,C,C,C,C,0.0,0.0,-3.0,0.0,C,C,0.0,28.2
Suiza,Veracruz de Ignacio de la Llave,43.2,25.4,23.1,63.3,2.9,92.2,25.6,90.9,-34.6,31.1,4.9,30.4,11.1,45.0,17.3,-16.7,-3.2,C,458.9
Suiza,Yucatán,0.7,C,0.1,4.0,-0.1,C,0.9,C,C,C,C,C,-0.1,0.9,-2.0,1.8,-0.9,C,13.8
Suiza,Zacatecas,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,C,C,C,C,0.0,0.0,0.0,0.0
Taiwán,Aguascalientes,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Taiwán,Baja California,124.4,15.5,26.6,59.5,3.0,2.0,3.6,3.4,4.1,C,7.8,8.7,10.8,0.6,-2.9,12.7,8.5,C,293.4
Taiwán,Baja California Sur,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C
Taiwán,Campeche,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Taiwán,Chiapas,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,0.0,0.0,0.0,0.0,-2.1
Taiwán,Chihuahua,90.5,1.8,22.2,65.1,116.3,29.8,60.2,97.1,45.2,23.1,27.9,-35.9,-57.4,12.7,32.1,C,C,C,595.5
Taiwán,Ciudad de México,0.8,0.2,C,3.9,-0.2,1.4,C,4.1,C,11.3,C,C,C,C,C,C,C,0.0,22.2
Taiwán,Coahuila de Zaragoza,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,C
Taiwán,Colima,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Taiwán,Durango,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Taiwán,Estado de México,C,C,0.0,0.2,C,C,C,0.0,C,C,0.0,C,C,0.0,0.0,0.0,C,0.0,0.8
Taiwán,Guanajuato,2.0,1.6,0.0,C,0.3,0.0,C,C,C,C,C,0.0,C,0.0,0.0,C,0.0,0.0,-2.6
Taiwán,Guerrero,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Taiwán,Hidalgo,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Taiwán,Jalisco,C,0.5,C,C,C,1.0,0.5,0.0,C,0.0,0.0,0.0,-3.6,C,C,C,C,0.0,-4.1
Taiwán,Michoacán de Ocampo,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Taiwán,Morelos,0.0,0.0,0.0,0.0,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Taiwán,Nayarit,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Taiwán,Nuevo León,C,C,0.0,0.0,C,C,C,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,C,0.0,-0.2
Taiwán,Oaxaca,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Taiwán,Puebla,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Taiwán,Querétaro,0.0,0.0,C,0.0,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2
Taiwán,Quintana Roo,C,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taiwán,San Luis Potosí,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,C
Taiwán,Sinaloa,2.9,2.3,-11.1,2.4,2.4,4.1,C,C,C,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,19.6
Taiwán,Sonora,C,C,C,C,3.1,2.5,2.0,C,C,C,7.1,C,C,C,C,C,C,0.0,26.3
Taiwán,Tabasco,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Taiwán,Tamaulipas,C,C,C,C,-0.4,C,C,C,C,C,C,C,C,C,C,C,C,0.0,19.7
Taiwán,Tlaxcala,C,0.0,0.0,0.0,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taiwán,Veracruz de Ignacio de la Llave,0.0,0.0,0.0,0.0,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Taiwán,Yucatán,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Taiwán,Zacatecas,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Total general,,"21,232.5","32,393.3","29,502.5","17,849.9","27,189.3","25,632.5","21,769.3","48,354.4","30,351.2","35,943.8","31,189.0","34,017.1","34,100.4","34,577.2","28,205.9","31,553.5","36,215.4","18,635.7","538,712.9"
Uruguay,Aguascalientes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Uruguay,Baja California,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,C
Uruguay,Baja California Sur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C,C,0.0,0.2
Uruguay,Chiapas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Uruguay,Chihuahua,0.0,0.0,0.0,C,C,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Uruguay,Ciudad de México,2.7,0.9,6.1,0.6,5.3,42.1,97.7,27.4,16.9,20.5,16.1,-1.3,20.1,18.5,14.3,21.8,19.0,45.6,374.0
Uruguay,Coahuila de Zaragoza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Uruguay,Colima,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,C
Uruguay,Durango,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Uruguay,Estado de México,-2.9,-0.1,C,0.0,-1.8,0.0,0.0,0.0,0.0,0.2,C,C,C,C,0.0,0.0,C,C,-0.3
Uruguay,Guanajuato,C,C,0.0,0.0,C,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1
Uruguay,Guerrero,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0
Uruguay,Hidalgo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Uruguay,Jalisco,0.0,C,C,C,0.3,1.1,-0.9,1.3,C,C,C,C,C,1.2,C,C,C,C,13.9
Uruguay,Michoacán de Ocampo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Uruguay,Morelos,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Uruguay,Nayarit,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,C,0.0,C,0.0,0.7
Uruguay,Nuevo León,C,0.0,0.0,0.0,C,C,C,0.7,C,2.1,C,C,C,C,C,C,C,C,12.6
Uruguay,Oaxaca,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Uruguay,Puebla,0.0,0.0,0.0,0.0,C,0.0,C,0.0,0.0,C,0.6,0.0,0.0,0.0,0.0,C,0.0,0.0,1.5
Uruguay,Querétaro,0.0,0.0,0.0,C,C,C,C,C,C,C,C,C,27.5,8.5,C,C,C,C,95.9
Uruguay,Quintana Roo,C,C,C,0.0,C,0.9,0.6,C,0.4,0.2,0.1,0.5,0.2,0.2,0.5,3.9,0.6,C,8.1
Uruguay,San Luis Potosí,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Uruguay,Sinaloa,0.0,0.0,C,0.0,0.0,C,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2
Uruguay,Sonora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C
Uruguay,Tabasco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Uruguay,Tamaulipas,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Uruguay,Veracruz de Ignacio de la Llave,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Uruguay,Yucatán,0.0,C,0.0,0.0,C,0.0,C,C,0.0,C,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,2.2
"Venezuela, República Bolivariana de",Aguascalientes,0.0,0.0,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.2
"Venezuela, República Bolivariana de",Baja California,C,C,0.1,0.0,0.0,0.0,C,0.0,0.0,C,C,0.0,C,0.4,0.0,1.2,C,0.0,2.0
"Venezuela, República Bolivariana de",Baja California Sur,C,0.2,0.3,0.0,0.0,1.0,0.6,0.2,C,0.2,0.0,C,0.0,0.0,0.0,C,0.6,0.0,3.2
"Venezuela, República Bolivariana de",Campeche,C,0.0,C,C,0.6,0.9,1.9,2.9,2.9,1.0,0.0,0.5,0.4,-0.4,C,-0.1,C,C,11.3
"Venezuela, República Bolivariana de",Chiapas,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C,0.0,0.0,0.0,C,C,0.0,0.0,0.0,0.3
"Venezuela, República Bolivariana de",Chihuahua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,C,C,C,0.0,0.0,0.1
"Venezuela, República Bolivariana de",Ciudad de México,2.3,3.2,1.7,0.2,0.5,2.3,2.0,0.4,0.1,0.2,0.2,0.1,0.5,-4.3,-0.3,-0.6,0.0,C,8.5
"Venezuela, República Bolivariana de",Durango,0.0,0.0,0.0,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
"Venezuela, República Bolivariana de",Estado de México,-7.5,-4.8,-2.7,0.1,0.6,C,1.0,0.0,-1.1,0.0,0.0,0.0,0.0,4.4,C,0.0,C,0.0,-9.9
"Venezuela, República Bolivariana de",Guanajuato,0.0,0.0,C,C,C,1.6,C,0.0,0.0,0.0,0.0,0.0,0.0,C,C,0.0,0.0,0.0,4.5
"Venezuela, República Bolivariana de",Guerrero,0.0,0.0,0.0,C,0.0,C,C,0.0,0.0,0.0,0.0,0.0,C,0.0,C,C,0.0,0.0,0.6
